-2.2696,-3.221,0
-2.2044,-3.221,0
-2.1259,-3.221,0
-2.048,-3.221,0
-1.9678,-3.221,0
-1.8887,-3.221,0
-1.8085,-3.221,0
-1.729,-3.221,0
-1.6491,-3.221,0
-1.5698,-3.221,0
-1.4899,-3.221,0
-1.4102,-3.221,0
-1.33,-3.221,0
-1.2502,-3.221,0
-1.1704,-3.221,0
-1.0904,-3.221,0
-1.0094,-3.221,0
-0.92997,-3.221,0
-0.84952,-3.221,0
-0.7697,-3.221,0
-0.6904,-3.221,0
-0.61035,-3.221,0
-0.52999,-3.221,0
-0.44977,-3.221,0
-0.37007,-3.221,-34.347
-0.28986,-3.221,35.759
-0.20927,-3.221,43.963
-0.12901,-3.221,10.066
-0.047403,-3.221,-8.2569
0.025005,-3.221,-7.1553
0.10813,-3.221,11.791
0.18837,-3.221,44.283
0.26861,-3.221,35.007
0.34888,-3.221,-35.538
0.42871,-3.221,0
0.50885,-3.221,0
0.58887,-3.221,0
0.66871,-3.221,0
0.7493,-3.221,0
0.82935,-3.221,0
0.90824,-3.221,0
0.98937,-3.221,0
1.0694,-3.221,0
1.1492,-3.221,0
1.2292,-3.221,0
1.3089,-3.221,0
1.3892,-3.221,0
1.469,-3.221,0
1.5489,-3.221,0
1.6283,-3.221,0
1.7086,-3.221,0
1.788,-3.221,0
1.8675,-3.221,0
1.947,-3.221,0
2.0267,-3.221,0
2.1061,-3.221,0
2.1831,-3.221,0
2.2562,-3.221,0
-2.2696,-3.1578,0
-2.2044,-3.1578,0
-2.1259,-3.1578,0
-2.048,-3.1578,0
-1.9678,-3.1578,0
-1.8887,-3.1578,0
-1.8085,-3.1578,0
-1.729,-3.1578,0
-1.6491,-3.1578,0
-1.5698,-3.1578,0
-1.4899,-3.1578,0
-1.4102,-3.1578,0
-1.33,-3.1578,0
-1.2502,-3.1578,0
-1.1704,-3.1578,0
-1.0904,-3.1578,0
-1.0094,-3.1578,0
-0.92997,-3.1578,0
-0.84952,-3.1578,0
-0.7697,-3.1578,0
-0.6904,-3.1578,0
-0.61035,-3.1578,37.406
-0.52999,-3.1578,56.504
-0.44977,-3.1578,32.319
-0.37007,-3.1578,17.876
-0.28986,-3.1578,19.264
-0.20927,-3.1578,15.143
-0.12901,-3.1578,-0.65873
-0.047403,-3.1578,11.743
0.025005,-3.1578,12.392
0.10813,-3.1578,7.1562
0.18837,-3.1578,13.63
0.26861,-3.1578,19.319
0.34888,-3.1578,12.132
0.42871,-3.1578,32.435
0.50885,-3.1578,56.197
0.58887,-3.1578,36.535
0.66871,-3.1578,0
0.7493,-3.1578,0
0.82935,-3.1578,0
0.90824,-3.1578,0
0.98937,-3.1578,0
1.0694,-3.1578,0
1.1492,-3.1578,0
1.2292,-3.1578,0
1.3089,-3.1578,0
1.3892,-3.1578,0
1.469,-3.1578,0
1.5489,-3.1578,0
1.6283,-3.1578,0
1.7086,-3.1578,0
1.788,-3.1578,0
1.8675,-3.1578,0
1.947,-3.1578,0
2.0267,-3.1578,0
2.1061,-3.1578,0
2.1831,-3.1578,0
2.2562,-3.1578,0
-2.2696,-3.0747,0
-2.2044,-3.0747,0
-2.1259,-3.0747,0
-2.048,-3.0747,0
-1.9678,-3.0747,0
-1.8887,-3.0747,0
-1.8085,-3.0747,0
-1.729,-3.0747,0
-1.6491,-3.0747,0
-1.5698,-3.0747,0
-1.4899,-3.0747,0
-1.4102,-3.0747,0
-1.33,-3.0747,0
-1.2502,-3.0747,0
-1.1704,-3.0747,0
-1.0904,-3.0747,0
-1.0094,-3.0747,0
-0.92997,-3.0747,0
-0.84952,-3.0747,0
-0.7697,-3.0747,123.61
-0.6904,-3.0747,53.314
-0.61035,-3.0747,34.902
-0.52999,-3.0747,26.998
-0.44977,-3.0747,24.404
-0.37007,-3.0747,7.0517
-0.28986,-3.0747,3.456
-0.20927,-3.0747,-12.511
-0.12901,-3.0747,-6.41
-0.047403,-3.0747,-10.84
0.025005,-3.0747,-10.931
0.10813,-3.0747,-8.1744
0.18837,-3.0747,-7.4127
0.26861,-3.0747,0.17681
0.34888,-3.0747,5.3334
0.42871,-3.0747,21.042
0.50885,-3.0747,24.743
0.58887,-3.0747,31.148
0.66871,-3.0747,55.378
0.7493,-3.0747,109
0.82935,-3.0747,0
0.90824,-3.0747,0
0.98937,-3.0747,0
1.0694,-3.0747,0
1.1492,-3.0747,0
1.2292,-3.0747,0
1.3089,-3.0747,0
1.3892,-3.0747,0
1.469,-3.0747,0
1.5489,-3.0747,0
1.6283,-3.0747,0
1.7086,-3.0747,0
1.788,-3.0747,0
1.8675,-3.0747,0
1.947,-3.0747,0
2.0267,-3.0747,0
2.1061,-3.0747,0
2.1831,-3.0747,0
2.2562,-3.0747,0
-2.2696,-2.9958,0
-2.2044,-2.9958,0
-2.1259,-2.9958,0
-2.048,-2.9958,0
-1.9678,-2.9958,0
-1.8887,-2.9958,0
-1.8085,-2.9958,0
-1.729,-2.9958,0
-1.6491,-2.9958,0
-1.5698,-2.9958,0
-1.4899,-2.9958,0
-1.4102,-2.9958,0
-1.33,-2.9958,0
-1.2502,-2.9958,0
-1.1704,-2.9958,0
-1.0904,-2.9958,0
-1.0094,-2.9958,0
-0.92997,-2.9958,920.88
-0.84952,-2.9958,452.78
-0.7697,-2.9958,176.23
-0.6904,-2.9958,66.329
-0.61035,-2.9958,29.675
-0.52999,-2.9958,17.253
-0.44977,-2.9958,11.913
-0.37007,-2.9958,-3.3279
-0.28986,-2.9958,-9.2733
-0.20927,-2.9958,-10.816
-0.12901,-2.9958,-19.445
-0.047403,-2.9958,-26.475
0.025005,-2.9958,-24.254
0.10813,-2.9958,-18.332
0.18837,-2.9958,-8.7445
0.26861,-2.9958,-11.894
0.34888,-2.9958,-6.6432
0.42871,-2.9958,5.8577
0.50885,-2.9958,9.4765
0.58887,-2.9958,29.427
0.66871,-2.9958,61.103
0.7493,-2.9958,141.56
0.82935,-2.9958,324.46
0.90824,-2.9958,801.61
0.98937,-2.9958,0
1.0694,-2.9958,0
1.1492,-2.9958,0
1.2292,-2.9958,0
1.3089,-2.9958,0
1.3892,-2.9958,0
1.469,-2.9958,0
1.5489,-2.9958,0
1.6283,-2.9958,0
1.7086,-2.9958,0
1.788,-2.9958,0
1.8675,-2.9958,0
1.947,-2.9958,0
2.0267,-2.9958,0
2.1061,-2.9958,0
2.1831,-2.9958,0
2.2562,-2.9958,0
-2.2696,-2.9186,0
-2.2044,-2.9186,0
-2.1259,-2.9186,0
-2.048,-2.9186,0
-1.9678,-2.9186,0
-1.8887,-2.9186,0
-1.8085,-2.9186,0
-1.729,-2.9186,0
-1.6491,-2.9186,0
-1.5698,-2.9186,0
-1.4899,-2.9186,0
-1.4102,-2.9186,0
-1.33,-2.9186,0
-1.2502,-2.9186,0
-1.1704,-2.9186,0
-1.0904,-2.9186,0
-1.0094,-2.9186,1636.9
-0.92997,-2.9186,1143.9
-0.84952,-2.9186,478.43
-0.7697,-2.9186,173.73
-0.6904,-2.9186,61.263
-0.61035,-2.9186,27.212
-0.52999,-2.9186,23.03
-0.44977,-2.9186,6.2112
-0.37007,-2.9186,-9.7013
-0.28986,-2.9186,-10.151
-0.20927,-2.9186,-8.1439
-0.12901,-2.9186,-13.756
-0.047403,-2.9186,-32.766
0.025005,-2.9186,-35.287
0.10813,-2.9186,-17.044
0.18837,-2.9186,-8.6443
0.26861,-2.9186,-8.8921
0.34888,-2.9186,-7.1363
0.42871,-2.9186,-0.29863
0.50885,-2.9186,13.633
0.58887,-2.9186,25.296
0.66871,-2.9186,49.03
0.7493,-2.9186,134.64
0.82935,-2.9186,371.79
0.90824,-2.9186,926.92
0.98937,-2.9186,1564.7
1.0694,-2.9186,0
1.1492,-2.9186,0
1.2292,-2.9186,0
1.3089,-2.9186,0
1.3892,-2.9186,0
1.469,-2.9186,0
1.5489,-2.9186,0
1.6283,-2.9186,0
1.7086,-2.9186,0
1.788,-2.9186,0
1.8675,-2.9186,0
1.947,-2.9186,0
2.0267,-2.9186,0
2.1061,-2.9186,0
2.1831,-2.9186,0
2.2562,-2.9186,0
-2.2696,-2.8383,0
-2.2044,-2.8383,0
-2.1259,-2.8383,0
-2.048,-2.8383,0
-1.9678,-2.8383,0
-1.8887,-2.8383,0
-1.8085,-2.8383,0
-1.729,-2.8383,0
-1.6491,-2.8383,0
-1.5698,-2.8383,0
-1.4899,-2.8383,0
-1.4102,-2.8383,0
-1.33,-2.8383,0
-1.2502,-2.8383,0
-1.1704,-2.8383,0
-1.0904,-2.8383,1148.6
-1.0094,-2.8383,1525.3
-0.92997,-2.8383,981.25
-0.84952,-2.8383,414.3
-0.7697,-2.8383,167.49
-0.6904,-2.8383,67.627
-0.61035,-2.8383,37.635
-0.52999,-2.8383,24.8
-0.44977,-2.8383,-0.091355
-0.37007,-2.8383,-5.2865
-0.28986,-2.8383,-10.235
-0.20927,-2.8383,-7.4059
-0.12901,-2.8383,-8.8415
-0.047403,-2.8383,-21.294
0.025005,-2.8383,-23.026
